UserID,CourseID,TransactionDate,Amount
U0072,C041,2025-11-22,653.68
U0073,C038,2024-01-13,4239.75
U0073,C042,2024-01-17,3531.02
U0073,C059,2025-03-21,4128.39
U0073,C080,2025-06-04,2634.25
U0074,C073,2023-01-10,7984.74
U0074,C065,2023-03-01,0.0
U0074,C070,2023-05-09,1247.16
U0074,C021,2023-07-28,968.88
U0074,C027,2024-01-18,734.81
U0074,C056,2024-02-09,0.0
U0074,C036,2024-02-26,719.49
U0074,C012,2024-03-15,0.0
U0074,C050,2024-07-24,1310.23
U0074,C001,2025-01-19,0.0
U0074,C013,2025-03-07,2015.42
U0074,C079,2025-05-29,1298.69
U0074,C080,2025-07-09,5715.06
U0075,C080,2024-02-08,4357.62
U0075,C042,2024-10-29,2503.77
U0075,C063,2025-07-26,2600.47
U0076,C079,2023-08-22,351.16
U0076,C038,2024-06-21,7008.68
U0076,C077,2025-09-29,2443.32
U0076,C050,2025-12-16,597.01
U0077,C054,2023-08-22,320.31
U0077,C040,2024-10-03,0.0
U0077,C058,2024-12-13,2186.5
U0077,C022,2024-12-21,1907.55
U0077,C078,2025-03-06,0.0
U0077,C037,2025-03-14,1223.01
U0077,C006,2025-07-26,2381.86
U0078,C038,2023-06-23,5264.19
U0078,C042,2023-08-30,6255.63
U0078,C050,2023-10-02,904.53
U0078,C079,2023-12-20,2441.36
U0078,C077,2024-05-03,896.28
U0078,C064,2024-09-01,0.0
U0078,C047,2024-10-03,0.0
U0079,C071,2023-08-28,2476.46
U0079,C062,2023-10-10,670.94
U0079,C056,2023-10-17,0.0
U0079,C048,2023-12-21,2466.38
U0079,C077,2024-01-10,365.05
U0079,C073,2024-01-16,5041.49
U0079,C024,2024-09-17,2208.64
U0079,C001,2025-02-03,0.0
U0079,C031,2025-02-24,1072.97
U0079,C060,2025-03-06,1409.16
U0079,C035,2025-05-06,2702.68
U0079,C034,2025-05-16,1974.69
U0079,C053,2025-09-23,1702.38
U0079,C074,2025-11-12,1276.96
U0080,C054,2023-10-15,2354.75
U0080,C037,2023-12-08,2170.26
U0080,C058,2024-01-19,1814.99
U0080,C006,2024-08-14,742.36
U0080,C022,2024-10-06,2110.2
U0080,C078,2025-09-29,0.0
U0081,C051,2023-01-20,2481.32
U0081,C018,2023-04-20,387.31
U0081,C023,2025-01-05,2256.81
U0081,C072,2025-07-12,6909.28
U0081,C065,2025-09-19,0.0
U0082,C070,2023-10-07,2316.99
U0082,C003,2024-02-04,0.0
U0082,C011,2025-02-25,0.0
U0082,C006,2025-04-17,1871.38
U0082,C031,2025-05-01,1455.03
U0082,C017,2025-10-04,944.38
U0082,C058,2025-10-10,614.22
U0082,C029,2025-11-01,4438.54
U0083,C035,2023-06-19,3630.73
U0083,C016,2023-12-09,0.0
U0083,C032,2025-06-28,949.81
U0083,C031,2025-09-27,301.45
U0084,C062,2023-03-05,592.06
U0084,C037,2023-03-08,1571.68
U0084,C003,2023-03-27,0.0
U0084,C024,2023-08-20,5714.04
U0084,C049,2023-08-22,709.61
U0084,C038,2023-12-11,6519.83
U0084,C078,2024-03-23,0.0
U0084,C036,2024-03-27,1690.27
U0084,C018,2024-04-05,1824.53
U0084,C055,2024-07-02,355.52
U0084,C064,2024-07-16,0.0
U0084,C063,2024-08-14,6202.67
U0084,C026,2024-08-21,581.32
U0084,C004,2025-01-21,924.99
U0084,C075,2025-06-22,4657.2
U0084,C058,2025-07-25,2219.29
U0084,C030,2025-10-11,1398.91
U0084,C010,2025-11-12,1905.55
U0085,C010,2023-03-08,2130.32
U0085,C073,2023-07-29,3666.07
U0085,C060,2024-05-21,1996.33
U0085,C070,2024-06-22,1342.16
U0085,C041,2024-09-01,1733.18
U0085,C014,2024-12-14,445.73
U0085,C004,2025-05-20,954.77
U0085,C027,2025-07-10,2445.04
U0086,C080,2023-06-28,2922.52
U0086,C001,2023-08-29,0.0
U0086,C013,2024-03-05,597.51
U0086,C063,2024-04-30,5267.63
U0086,C030,2025-06-18,2448.47
U0087,C019,2023-10-13,1910.25
U0087,C069,2023-12-06,1464.37
U0087,C076,2024-02-28,7543.65
U0087,C015,2024-02-28,2444.4
U0087,C048,2024-12-19,1041.07
U0087,C024,2025-05-26,7648.46
U0088,C021,2023-05-02,1298.2
U0088,C074,2023-12-11,563.98
U0088,C025,2024-07-29,850.93
U0088,C007,2024-08-22,2431.51
U0088,C026,2024-10-24,1584.99
U0088,C057,2024-12-19,1206.02
U0088,C075,2025-12-26,7607.38
U0089,C070,2023-05-02,1015.51
U0089,C012,2023-07-15,0.0
U0089,C002,2023-09-17,1626.34
U0089,C006,2023-09-29,2062.71
U0089,C013,2023-10-05,1009.82
U0089,C037,2023-10-19,2268.14
U0089,C075,2023-10-27,4816.11
U0089,C072,2024-05-21,7972.83
U0089,C078,2024-05-26,0.0
U0089,C056,2024-07-01,0.0
U0089,C028,2024-07-21,1166.1
U0089,C059,2024-08-15,3170.18
U0089,C068,2024-10-21,4534.94
U0089,C040,2025-03-15,0.0
U0089,C021,2025-04-22,2472.05
U0089,C063,2025-09-29,2061.96
U0089,C032,2025-11-19,1791.68
U0090,C030,2023-06-04,1715.7
U0090,C001,2023-07-10,0.0
U0090,C003,2024-07-04,0.0
U0090,C049,2025-02-07,589.8
U0090,C005,2025-04-05,4284.71
U0090,C063,2025-04-28,3681.01
U0090,C013,2025-07-14,1266.68
U0090,C080,2025-11-21,2326.39
U0091,C026,2023-01-06,1298.41
U0091,C071,2023-05-10,2051.27
U0091,C024,2023-07-10,4708.39
U0091,C018,2024-07-23,1453.78
U0091,C002,2024-11-01,1595.27
U0091,C073,2025-01-03,7903.19
U0091,C075,2025-01-25,4706.16
U0091,C034,2025-07-20,1025.86
U0091,C063,2025-07-27,7620.57
U0091,C001,2025-09-26,0.0
U0092,C037,2023-04-05,1185.03
U0092,C066,2023-04-10,1505.89
U0092,C044,2023-07-23,0.0
U0092,C001,2023-09-25,0.0
U0092,C055,2024-03-09,2068.16
U0092,C038,2024-03-22,6994.67
U0092,C017,2024-07-03,430.16
U0092,C021,2024-08-03,606.97
U0092,C070,2024-10-23,1821.51
U0092,C080,2024-11-22,4493.91
U0092,C045,2024-12-04,0.0
U0092,C072,2025-03-25,5469.16
U0092,C052,2025-05-29,0.0
U0092,C064,2025-09-20,0.0
U0092,C031,2025-10-10,2205.13
U0092,C022,2025-12-30,1223.02
U0093,C073,2023-02-03,4125.26
U0093,C005,2023-09-12,3815.98
U0093,C035,2023-11-20,6384.28
U0093,C072,2025-07-30,4453.51
U0094,C035,2023-01-02,3086.03
U0094,C034,2023-04-17,689.12
U0094,C061,2023-06-18,447.23
U0094,C012,2023-07-11,0.0
U0094,C010,2023-09-28,1145.41
U0094,C008,2023-11-22,1258.19
U0094,C060,2023-12-05,2128.39
U0094,C056,2024-02-19,0.0
U0094,C022,2024-05-27,1596.24
U0094,C015,2024-07-15,1605.91
U0094,C046,2024-09-10,0.0
U0094,C059,2024-09-17,6635.03
U0094,C067,2025-01-08,0.0
U0094,C016,2025-01-31,0.0
U0094,C036,2025-03-22,1889.76
U0094,C005,2025-05-26,6743.15
U0094,C054,2025-06-22,661.17
U0094,C043,2025-07-23,0.0
U0095,C050,2023-01-03,978.37
U0095,C043,2023-07-06,0.0
U0095,C038,2023-07-14,7179.88
U0095,C077,2024-03-13,944.78
U0095,C079,2024-04-24,1151.39
U0095,C064,2025-05-29,0.0
U0095,C047,2025-09-03,0.0
U0096,C066,2023-01-20,2234.46
U0096,C045,2023-06-09,0.0
U0096,C002,2023-09-29,2348.83
U0096,C061,2024-04-08,2492.29
U0096,C008,2025-06-30,930.89
U0096,C017,2025-11-29,1883.35
U0097,C072,2023-01-17,3813.8
U0097,C047,2023-05-26,0.0
U0097,C008,2023-07-02,1028.56
U0097,C038,2023-07-29,5002.48
U0097,C059,2023-07-31,5873.35
U0097,C053,2023-09-04,2184.91
U0097,C074,2023-09-28,621.73
U0097,C007,2023-10-08,985.54
