UserID,CourseID,CourseCategory,CourseType,CourseLevel,CourseRating,PeerPopularity,RecommendationScore
U0010,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0010,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0010,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0011,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0011,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0011,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0011,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0011,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0012,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0012,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0012,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0012,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0012,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0013,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.8864
U0013,C075,Business Analytics,Certification,Intermediate,4.7,44.0,0.7793
U0013,C025,Business Analytics,Paid,Advanced,4.2,42.0,0.6436
U0013,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0013,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0014,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0014,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0014,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0014,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0014,C068,Cloud Computing,Certification,Intermediate,4.5,33.0,0.6231
U0015,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0015,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0015,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0015,C068,Cloud Computing,Certification,Intermediate,4.5,33.0,0.6231
U0015,C038,Digital Marketing,Certification,Beginner,4.5,33.0,0.6231
U0016,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0016,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0016,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0016,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0016,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0017,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0017,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0017,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0017,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0017,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0018,C063,Finance & Accounting,Certification,Beginner,4.2,25.0,0.7567
U0018,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0018,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0018,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0018,C018,Mobile Development,Paid,Advanced,3.9,26.0,0.5244
U0019,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0019,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0019,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0019,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0019,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0020,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0020,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0020,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0020,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0020,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0021,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0021,C014,AI & Machine Learning,Paid,Intermediate,4.6,17.0,0.6144
U0021,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0021,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0021,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0022,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0022,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5906
U0022,C017,Data Science,Paid,Intermediate,5.0,14.0,0.5882
U0022,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5635
U0022,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5624
U0023,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0023,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0023,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0023,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0023,C068,Cloud Computing,Certification,Intermediate,4.5,33.0,0.6231
U0024,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0024,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0024,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0024,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0024,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0025,C070,AI & Machine Learning,Paid,Beginner,4.5,46.0,0.775
U0025,C014,AI & Machine Learning,Paid,Intermediate,4.6,42.0,0.7236
U0025,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0025,C004,AI & Machine Learning,Paid,Beginner,4.3,42.0,0.6636
U0025,C055,AI & Machine Learning,Paid,Intermediate,3.6,49.0,0.6486
U0026,C020,Cloud Computing,Paid,Intermediate,4.8,38.0,0.6921
U0026,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0026,C033,Cloud Computing,Paid,Beginner,3.5,51.0,0.6643
U0026,C052,Cloud Computing,Free,Intermediate,3.7,48.0,0.6507
U0026,C009,Cloud Computing,Free,Advanced,4.5,39.0,0.65
U0027,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.6467
U0027,C063,Finance & Accounting,Certification,Beginner,4.2,25.0,0.64
U0027,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.64
U0027,C013,Finance & Accounting,Paid,Intermediate,4.5,23.0,0.6333
U0027,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.6267
U0028,C038,Digital Marketing,Certification,Beginner,4.5,19.0,0.65
U0028,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0028,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0028,C042,Digital Marketing,Certification,Advanced,5.0,13.0,0.5833
U0028,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0029,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.7656
U0029,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0029,C059,Cloud Computing,Certification,Beginner,4.6,17.0,0.6144
U0029,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0029,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0030,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0030,C067,Design (UI/UX),Free,Advanced,4.7,16.0,0.6067
U0030,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0030,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0030,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0031,C038,Digital Marketing,Certification,Beginner,4.5,19.0,0.65
U0031,C077,Digital Marketing,Paid,Beginner,4.6,18.0,0.6422
U0031,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0031,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0031,C042,Digital Marketing,Certification,Advanced,5.0,13.0,0.5833
U0032,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0032,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0032,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0032,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0032,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0033,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0033,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0033,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0033,C075,Business Analytics,Certification,Intermediate,4.7,44.0,0.5793
U0033,C070,AI & Machine Learning,Paid,Beginner,4.5,46.0,0.575
U0034,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0034,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5906
U0034,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5635
U0034,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5624
U0034,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5541
U0035,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0035,C050,Digital Marketing,Paid,Intermediate,4.6,17.0,0.6144
U0035,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0035,C042,Digital Marketing,Certification,Advanced,5.0,13.0,0.5833
U0035,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0036,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0036,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0036,C024,Design (UI/UX),Certification,Advanced,3.7,36.0,0.7015
U0036,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0036,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0037,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0037,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0037,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0037,C018,Mobile Development,Paid,Advanced,3.9,26.0,0.5244
U0037,C070,AI & Machine Learning,Paid,Beginner,4.5,21.0,0.5056
U0038,C070,AI & Machine Learning,Paid,Beginner,4.5,46.0,0.8038
U0038,C014,AI & Machine Learning,Paid,Intermediate,4.6,42.0,0.7469
U0038,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.7208
U0038,C004,AI & Machine Learning,Paid,Beginner,4.3,42.0,0.6869
U0038,C055,AI & Machine Learning,Paid,Intermediate,3.6,49.0,0.6815
U0039,C005,Finance & Accounting,Certification,Beginner,4.7,38.0,0.6721
U0039,C063,Finance & Accounting,Certification,Beginner,4.2,43.0,0.6614
U0039,C030,Finance & Accounting,Paid,Beginner,4.4,40.0,0.6479
U0039,C013,Finance & Accounting,Paid,Intermediate,4.5,38.0,0.6321
U0039,C001,Finance & Accounting,Free,Beginner,3.8,45.0,0.6171
U0040,C049,Finance & Accounting,Paid,Advanced,3.9,48.0,0.6907
U0040,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0040,C005,Finance & Accounting,Certification,Beginner,4.7,38.0,0.6721
U0040,C003,Finance & Accounting,Free,Beginner,4.1,44.0,0.6593
U0040,C030,Finance & Accounting,Paid,Beginner,4.4,40.0,0.6479
U0041,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0041,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0041,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0041,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0041,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0042,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.74
U0042,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.64
U0042,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.64
U0042,C075,Business Analytics,Certification,Intermediate,4.7,44.0,0.62
U0042,C070,AI & Machine Learning,Paid,Beginner,4.5,46.0,0.62
U0043,C068,Cloud Computing,Certification,Intermediate,4.5,19.0,0.65
U0043,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0043,C059,Cloud Computing,Certification,Beginner,4.6,17.0,0.6144
U0043,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0043,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0044,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0044,C067,Design (UI/UX),Free,Advanced,4.7,16.0,0.6067
U0044,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0044,C069,Design (UI/UX),Paid,Advanced,4.6,16.0,0.5867
U0044,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0045,C005,Finance & Accounting,Certification,Beginner,4.7,38.0,0.6721
U0045,C063,Finance & Accounting,Certification,Beginner,4.2,43.0,0.6614
U0045,C003,Finance & Accounting,Free,Beginner,4.1,44.0,0.6593
U0045,C013,Finance & Accounting,Paid,Intermediate,4.5,38.0,0.6321
U0045,C039,Finance & Accounting,Free,Intermediate,4.4,39.0,0.63
U0046,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0046,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0046,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0046,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0046,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0047,C066,Data Science,Paid,Advanced,4.8,39.0,0.71
U0047,C017,Data Science,Paid,Intermediate,5.0,36.0,0.6964
U0047,C071,Data Science,Paid,Advanced,4.1,45.0,0.6771
U0047,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0047,C036,Data Science,Paid,Beginner,3.8,44.0,0.5993
U0048,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0048,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0048,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0048,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0048,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0049,C014,AI & Machine Learning,Paid,Intermediate,4.6,42.0,0.6908
U0049,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6775
U0049,C055,AI & Machine Learning,Paid,Intermediate,3.6,49.0,0.6367
U0049,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5733
U0049,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.5708
U0050,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0050,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0050,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0050,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0050,C068,Cloud Computing,Certification,Intermediate,4.5,33.0,0.6231
U0051,C014,AI & Machine Learning,Paid,Intermediate,4.6,42.0,0.7236
U0051,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0051,C004,AI & Machine Learning,Paid,Beginner,4.3,42.0,0.6636
U0051,C055,AI & Machine Learning,Paid,Intermediate,3.6,49.0,0.6486
U0051,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0052,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0052,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0052,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0052,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0052,C038,Digital Marketing,Certification,Beginner,4.5,33.0,0.6231
U0053,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0053,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0053,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0053,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0053,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0054,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0054,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0054,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0054,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0054,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0055,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0055,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0055,C069,Design (UI/UX),Paid,Advanced,4.6,16.0,0.5867
U0055,C044,Design (UI/UX),Free,Advanced,4.3,18.0,0.5822
U0055,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0056,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0056,C009,Cloud Computing,Free,Advanced,4.5,18.0,0.6222
U0056,C056,Cloud Computing,Free,Advanced,4.3,19.0,0.61
U0056,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0056,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0057,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0057,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0057,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0057,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0057,C080,Finance & Accounting,Certification,Beginner,3.8,29.0,0.6318
U0058,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0058,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0058,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0058,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0058,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0059,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0059,C048,Design (UI/UX),Paid,Intermediate,4.2,20.0,0.6178
U0059,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0059,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0059,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0060,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.7656
U0060,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0060,C009,Cloud Computing,Free,Advanced,4.5,18.0,0.6222
U0060,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0060,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0061,C028,Design (UI/UX),Paid,Beginner,4.6,18.0,0.6422
U0061,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0061,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0061,C069,Design (UI/UX),Paid,Advanced,4.6,16.0,0.5867
U0061,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0062,C059,Cloud Computing,Certification,Beginner,4.6,43.0,0.7414
U0062,C020,Cloud Computing,Paid,Intermediate,4.8,38.0,0.6921
U0062,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0062,C052,Cloud Computing,Free,Intermediate,3.7,48.0,0.6507
U0062,C056,Cloud Computing,Free,Advanced,4.3,39.0,0.61
U0063,C062,Data Science,Paid,Advanced,4.2,46.0,0.715
U0063,C017,Data Science,Paid,Intermediate,5.0,36.0,0.6964
U0063,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0063,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0063,C045,Data Science,Free,Advanced,4.1,40.0,0.5879
U0064,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.6467
U0064,C063,Finance & Accounting,Certification,Beginner,4.2,25.0,0.64
U0064,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.64
U0064,C013,Finance & Accounting,Paid,Intermediate,4.5,23.0,0.6333
U0064,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.6267
U0065,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0065,C026,Business Analytics,Paid,Intermediate,4.7,17.0,0.6344
U0065,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0065,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0065,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0066,C028,Design (UI/UX),Paid,Beginner,4.6,18.0,0.6422
U0066,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0066,C048,Design (UI/UX),Paid,Intermediate,4.2,20.0,0.6178
U0066,C067,Design (UI/UX),Free,Advanced,4.7,16.0,0.6067
U0066,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0067,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0067,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0067,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0067,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0067,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0068,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0068,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0068,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0068,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0068,C080,Finance & Accounting,Certification,Beginner,3.8,29.0,0.6318
U0069,C070,AI & Machine Learning,Paid,Beginner,4.5,46.0,0.775
U0069,C014,AI & Machine Learning,Paid,Intermediate,4.6,42.0,0.7236
U0069,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0069,C055,AI & Machine Learning,Paid,Intermediate,3.6,49.0,0.6486
U0069,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0070,C075,Business Analytics,Certification,Intermediate,4.7,44.0,0.7793
U0070,C026,Business Analytics,Paid,Intermediate,4.7,41.0,0.7257
U0070,C025,Business Analytics,Paid,Advanced,4.2,42.0,0.6436
U0070,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0070,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0071,C062,Data Science,Paid,Advanced,4.2,46.0,0.715
U0071,C066,Data Science,Paid,Advanced,4.8,39.0,0.71
U0071,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0071,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0071,C002,Data Science,Paid,Advanced,4.3,38.0,0.5921
U0072,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0072,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0072,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0072,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0072,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0073,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0073,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0073,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0073,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0073,C068,Cloud Computing,Certification,Intermediate,4.5,33.0,0.6231
U0074,C014,AI & Machine Learning,Paid,Intermediate,4.6,42.0,0.7469
U0074,C004,AI & Machine Learning,Paid,Beginner,4.3,42.0,0.6869
U0074,C055,AI & Machine Learning,Paid,Intermediate,3.6,49.0,0.6815
U0074,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6269
U0074,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.6246
U0075,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.8503
U0075,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0075,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0075,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0075,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
